land_parcel_id,mrt_station,distance_m
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,tan kah kee mrt station,4648.18
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,stevens mrt station,3616.47
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,serangoon mrt station,3308.68
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,rochor mrt station,4980.81
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,potong pasir mrt station,3408.1
ea69d7d19122b32a72e57b9ac3dda50ea6f6071f16cf64724500b3dcf200aed3,novena mrt station,3031.49
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,woodleigh mrt station,4713.97
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,toa payoh mrt station,3495.26
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,tiong bahru mrt station,3155.37
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,telok ayer mrt station,2146.21
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,tanjong rhu mrt station,2492.17
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,tanjong pagar mrt station,2805.85
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,stevens mrt station,3506.18
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,stadium mrt station,2662.82
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,somerset mrt station,1381.65
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,shenton way mrt station,2607.36
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,rochor mrt station,320.44
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,redhill mrt station,4072.55
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,raffles place mrt station,1895.87
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,promenade mrt station,1274.97
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,prince edward road mrt station,3146.42
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,potong pasir mrt station,3862.43
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,paya lebar mrt station,4872.27
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,outram park mrt station,2590.02
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,orchard mrt station,2159.31
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,orchard boulevard mrt station,3073.33
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,novena mrt station,2283.62
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,nicoll highway mrt station,1365.35
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,newton mrt station,1934.27
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,napier mrt station,3668.29
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,mountbatten mrt station,3500.3
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,mount pleasant mrt station,3544.15
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,maxwell mrt station,2443.2
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,mattar mrt station,4531.14
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,marina south pier mrt station,3560.79
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,marina south mrt station,3247.27
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,marina bay mrt station,2771.16
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,little india mrt station,643.79
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,lavender mrt station,1428.12
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,keppel mrt station,4221.22
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,katong park mrt station,3870.39
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,kallang mrt station,2488.85
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,jalan besar mrt station,606.8
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,havelock mrt station,2439.2
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,great world mrt station,2133.83
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,geylang bahru mrt station,3152.85
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,gardens by the bay mrt station,3084.74
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,fort canning mrt station,1254.66
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,farrer park mrt station,1197.14
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,esplanade mrt station,933.34
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,downtown mrt station,2418.18
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,dhoby ghaut mrt station,631.52
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,dakota mrt station,4261.7
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,clarke quay mrt station,1525.77
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,city hall mrt station,930.06
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,chinatown mrt station,2011.81
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,cantonment mrt station,3525.41
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,caldecott mrt station,4171.86
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bukit brown mrt station,4268.99
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bugis mrt station,480.94
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bras basah mrt station,495.5
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,braddell mrt station,4365.22
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,botanic gardens mrt station,4589.72
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,boon keng mrt station,2292.54
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bendemeer mrt station,1877.07
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bencoolen mrt station,287.82
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,bayfront mrt station,2306.42
d178bce38e4d26e32b5f20e05d32af468df0731653a4a654adda3f74184cae47,aljunied mrt station,3880.47
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,yishun mrt station,4873.39
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,yio chu kang mrt station,1296.43
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,upper thomson mrt station,3426.02
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,springleaf mrt station,2234.81
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,mayflower mrt station,1568.38
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,marymount mrt station,4102.43
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,lentor mrt station,208.98
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,khatib mrt station,3539.63
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,bright hill mrt station,2423.05
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,bishan mrt station,4134.11
d13d545129372bd232f0f7bc7f4fd42c9bd83ba1bf68910529cebf00f3d2cfd9,ang mo kio mrt station,2442.81
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,yio chu kang mrt station,4865.68
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,woodleigh mrt station,2696.79
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,upper thomson mrt station,2390.83
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,toa payoh mrt station,578.38
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,tan kah kee mrt station,4531.81
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,tai seng mrt station,4656.96
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,stevens mrt station,3015.92
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,somerset mrt station,4232.87
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,serangoon mrt station,3238.03
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,rochor mrt station,3813.88
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,potong pasir mrt station,2594.69
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,orchard mrt station,4066.2
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,orchard boulevard mrt station,4658.8
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,novena mrt station,1942.98
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,nicoll highway mrt station,4610.45
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,newton mrt station,2811.54
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,napier mrt station,4608.07
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,mount pleasant mrt station,1677.83
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,mayflower mrt station,3888.58
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,mattar mrt station,4250.3
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,marymount mrt station,1449.57
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,macpherson mrt station,4920.16
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,lorong chuan mrt station,2478.26
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,little india mrt station,3409.54
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,lavender mrt station,3812.08
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,kovan mrt station,4942.79
d10038ababcd4a1c878450a5ff9fb95e9a66834d48abd76a74c7084783c6c2b1,kallang mrt station,4005.96
bbbdaa4b01b6903219e9b812bf8a133f0edafd520d944d0064a0c445eb1cc8b1,buangkok mrt station,4076.57
bbbdaa4b01b6903219e9b812bf8a133f0edafd520d944d0064a0c445eb1cc8b1,bright hill mrt station,3976.42
bbbdaa4b01b6903219e9b812bf8a133f0edafd520d944d0064a0c445eb1cc8b1,bishan mrt station,4377.72
bbbdaa4b01b6903219e9b812bf8a133f0edafd520d944d0064a0c445eb1cc8b1,ang mo kio mrt station,2382.59
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,tiong bahru mrt station,2260.33
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,telok blangah mrt station,3794.49
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,telok ayer mrt station,1060.76
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,tanjong rhu mrt station,4201.32
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,tanjong pagar mrt station,373.14
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,stadium mrt station,4757.64
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,somerset mrt station,2964.36
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,shenton way mrt station,854.56
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,rochor mrt station,3465.88
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,redhill mrt station,3471.48
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,raffles place mrt station,1425.36
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,queenstown mrt station,4772.41
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,promenade mrt station,2843.05
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,prince edward road mrt station,384.75
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,outram park mrt station,803.47
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,orchard mrt station,3526.96
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,orchard boulevard mrt station,3853.52
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,nicoll highway mrt station,3622.38
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,newton mrt station,4299.77
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,napier mrt station,4565.1
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,maxwell mrt station,737.82
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,marina south pier mrt station,2108.58
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,marina south mrt station,2211.85
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,marina bay mrt station,1243.53
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,little india mrt station,3701.42
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,lavender mrt station,4269.78
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,labrador park mrt station,4575.38
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,keppel mrt station,1588.3
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,jalan besar mrt station,3694.17
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,havelock mrt station,1972.66
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,harbourfront mrt station,2640.48
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,great world mrt station,2483.72
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,gardens by the bay mrt station,2691.4
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,fort canning mrt station,2059.87
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,farrer park mrt station,4344.69
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,esplanade mrt station,2528.21
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,downtown mrt station,1188.81
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,dhoby ghaut mrt station,2759.49
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,clarke quay mrt station,1636.77
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,city hall mrt station,2328.84
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,chinatown mrt station,1156.69
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,cantonment mrt station,748.11
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,bugis mrt station,3185.64
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,bras basah mrt station,2658.28
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,bendemeer mrt station,4896.35
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,bencoolen mrt station,2867.42
bb42bd0e86c0d24d60fc1b2136715255c46522af0895dae6f723ff9d82d3e4b6,bayfront mrt station,1926.09
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,xilin mrt station,4313.41
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,upper changi mrt station,3011.28
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,tanah merah mrt station,3647.25
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,tampines west mrt station,1604.47
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,tampines mrt station,548.63
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,tampines east mrt station,1547.9
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,sungei bedok mrt station,4704.88
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,simei mrt station,2278.39
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,pasir ris mrt station,1723.36
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,kaki bukit mrt station,4558.42
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,expo mrt station,3581.44
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,bedok south mrt station,4820.85
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,bedok reservoir mrt station,2746.96
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,bedok north mrt station,3784.51
baea09920442c6e06348e9ce533b308bdb813994c879ae3c621e632997d6631c,bedok mrt station,4148.04
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,woodleigh mrt station,4648.58
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,ubi mrt station,4469.76
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,toa payoh mrt station,4983.17
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,telok ayer mrt station,3429.78
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,tanjong rhu mrt station,217.64
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,tanjong pagar mrt station,4030.62
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,tanjong katong mrt station,2450.17
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,tai seng mrt station,4414.49
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,stadium mrt station,597.75
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,somerset mrt station,4057.65
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,shenton way mrt station,3538.85
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,rochor mrt station,2621.19
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,raffles place mrt station,3045.52
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,promenade mrt station,1693.79
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,prince edward road mrt station,4139.65
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,potong pasir mrt station,3822.95
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,paya lebar mrt station,2884.3
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,outram park mrt station,4410.8
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,orchard mrt station,4861.24
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,novena mrt station,4343.01
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,nicoll highway mrt station,1338.67
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,newton mrt station,4482.17
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,mountbatten mrt station,1252.52
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,maxwell mrt station,3976.34
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,mattar mrt station,3372.56
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,marine terrace mrt station,4548.31
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,marine parade mrt station,3336.45
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,marina south pier mrt station,3255.48
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,marina south mrt station,2850.93
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,marina bay mrt station,3228.11
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,macpherson mrt station,3532.94
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,little india mrt station,3052.1
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,lavender mrt station,1789.62
b9ff4d5dba39542e6ee6533f0282381494e1f8432d114df48219d7db47a46b49,kembangan mrt station,4925.27
a36126d9394d9a6bb787924448322f768b47801c20846bb98310600e581ee3b8,sembawang mrt station,4839.51
a36126d9394d9a6bb787924448322f768b47801c20846bb98310600e581ee3b8,marsiling mrt station,922.57
a36126d9394d9a6bb787924448322f768b47801c20846bb98310600e581ee3b8,kranji mrt station,2192.87
a36126d9394d9a6bb787924448322f768b47801c20846bb98310600e581ee3b8,admiralty mrt station,2530.73
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,pioneer mrt station,4728.76
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,lakeside mrt station,2484.38
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,king albert park mrt station,4917.82
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,jurong east mrt station,364.66
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,hillview mrt station,4613.22
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,dover mrt station,4905.35
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,clementi mrt station,3395.0
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,chinese garden mrt station,1408.96
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,bukit gombak mrt station,3289.73
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,bukit batok mrt station,2235.32
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,boon lay mrt station,3789.14
a3230cec42af2184a7a523d1dba033237021dba21fec7a852e7bc41992f2bfc3,beauty world mrt station,4188.29
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,toa payoh mrt station,4137.63
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,tiong bahru mrt station,3038.44
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,telok ayer mrt station,1577.53
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,tanjong rhu mrt station,2281.01
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,tanjong pagar mrt station,2260.68
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,tanjong katong mrt station,4948.75
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,stevens mrt station,4028.4
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,stadium mrt station,2604.13
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,somerset mrt station,1636.78
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,shenton way mrt station,2003.1
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,rochor mrt station,909.79
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,redhill mrt station,4095.26
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,raffles place mrt station,1284.29
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,promenade mrt station,831.83
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,prince edward road mrt station,2571.78
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,potong pasir mrt station,4335.71
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,paya lebar mrt station,4975.29
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,outram park mrt station,2207.86
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,orchard mrt station,2493.05
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,orchard boulevard mrt station,3333.74
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,novena mrt station,2929.44
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,nicoll highway mrt station,1263.6
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,newton mrt station,2493.61
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,napier mrt station,3990.01
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,mountbatten mrt station,3482.36
a2fa73f4c28baf2ad227be2b7c50f87d2898224bc4c5f83485b4c53579c40ec3,mount pleasant mrt station,4171.65
